system:index,elevation,landslide,latitude,longitude,rainfall,slope,soil_moisture,.geo
1_00000000000000000031_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000032_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000033_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000034_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000035_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000036_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000037_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000038_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000039_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003a_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003b_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003c_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003d_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
